source_id,designation,ra,dec,Glong,Glat,ecl_lon,ecl_lat,parallax,pmra,pmdec,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,pm,random_index,solution_id,dist_bw_hpm_bgs,ra_bgs,era_bgs,dec_bgs,edec_bgs,source_id bgs,plx_bgs,eplx_bgs,pm_bgs,pmra_bgs,epmra_bgs,pmdec_bgs,epmdec_bgs,RUWE_bgs,g_mag_HPMS,bp_mag_HPMS,rp_mag_HPMS,bp_rp_HPMS,bp_g_HPMS,g_rp_HPMS,g_mag_bgs,bp_mag_bgs,rp_mag_bgs,bp_rp_bgs,TIMESTAMP,M_G,DIST,SPEEED,TIME,FAC,YEARS AFTER,DATE,year
4.34E+18,Gaia EDR3 4344487757824513792,247.2025649,-9.528196352,5.865378986,25.85935277,246.9942096,12.10889889,11.44747732,1.984504799,-155.7886105,0.033067968,0.022809964,0.039851733,0.046349425,0.031108648,1.0486568,155.80125,896304013,1.64E+18,0.001236018,247.2025839,0.10645422,-9.529432228,0.07204331,4.34E+18,0.442255333,0.12911169,0.078645535,-0.065809442,0.15059642,-0.043060864,0.10040217,0.9895487,15.25873,16.64467,14.10302,2.5416508,1.3859406,1.1557102,17.642757,18.09359,16.949495,1.1440945,0.00793,10.55227896,0.001236018,155.80125,28.55987869,3601.497943,28.548,12-07-2044,2044
6.03E+18,Gaia EDR3 6031218756135287552,251.1957745,-30.07173074,351.3695301,10.12603998,253.6513073,-7.69346287,7.68282162,-76.47178587,-70.69166516,0.06431867,0.02844109,0.06932965,0.097329974,0.070727155,0.9830365,104.14051,521854821,1.64E+18,0.000834,251.1951182,0.7522881,-30.07234147,0.27892104,6.03E+18,2.820721586,0.7428235,0.1584226,0.132780428,1.4829736,0.086412256,0.8409482,0.98005056,16.648428,18.205917,15.440413,2.765504,1.5574894,1.2080145,20.460655,21.646181,19.251322,2.3948593,0.0086,11.07603175,0.000834,104.14051,28.8302794,3352.35807,30.96,09-12-2046,2046
3.57E+18,Gaia EDR3 3573526074329983872,177.3333425,-12.57225787,280.1655288,47.53548152,182.6380736,-12.57819068,4.224298254,-118.9621668,26.2061343,0.15716924,0.10336062,0.19388984,0.22265211,0.13478418,1.0164602,121.814445,693815790,1.64E+18,0.000549,177.332792,0.18846078,-12.57214378,0.12408589,3.57E+18,-0.079894046,0.22825283,0.1774505,-0.092332697,0.2827367,0.151536633,0.1629471,0.9945352,18.52835,19.893663,17.329704,2.5639591,1.3653126,1.1986465,18.922434,19.205198,18.492407,0.71279144,0.00453,11.65712287,0.000549,121.814445,16.2246768,3581.606358,16.308,18-04-2032,2032
2.28E+18,Gaia EDR3 2275596513783186944,306.5810764,72.051143,105.5848391,18.87210465,39.49642691,76.23149815,3.276298445,-136.5039886,-100.8401336,0.033966023,0.03782752,0.037991032,0.04666097,0.04823443,1.1445999,169.71173,84218878,1.64E+18,0.001124127,306.5796993,0.13299167,72.05010205,0.14875619,2.28E+18,0.12806359,0.15211117,0.23128219,0.221715944,0.17552663,-0.065829262,0.18137409,1.1399418,16.278536,17.147585,15.35373,1.7938547,0.8690491,0.92480564,18.62511,19.270304,17.73253,1.5377731,0.01003,8.855453278,0.001124127,169.71173,23.84547727,2377.41548,36.108,31-01-2052,2052
6.09E+18,Gaia EDR3 6090606368425981440,212.0910595,-50.42260959,315.259551,10.59874523,228.8260953,-34.92635675,10.89076057,-14.2507928,-104.5099187,0.04341334,0.044223957,0.06021365,0.0608497,0.06151323,1.7673061,105.47705,259578430,1.64E+18,0.00065,212.090952,0.6961094,-50.4232556,0.5190603,6.09E+18,1.10839606,0.8662394,0.27843398,0.229875268,1.3078982,-0.157107725,0.79271567,1.0377225,13.956182,14.439771,12.255432,2.1843386,0.48358917,1.7007494,20.008179,9000000000,9000000000,9000000000,0.0061,9.141473052,0.00065,105.47705,22.1849208,3636.872262,21.96,11-12-2037,2037
2.97E+18,Gaia EDR3 2971924477556376320,84.27330066,-16.16261589,219.7066549,-23.53970153,82.86927588,-39.46025001,1.932399248,-87.10714641,79.64628681,0.06941289,0.07196371,0.10713788,0.09685671,0.09610252,1.148159,118.03044,1186687785,1.64E+18,0.000331,84.27303435,0.07649106,-16.16240627,0.0770744,2.97E+18,0.062908896,0.10003348,0.2908657,-0.063959089,0.10198308,0.2837465,0.09462777,1.0413121,17.419802,17.501883,15.895966,1.605917,0.08208084,1.5238361,17.40492,17.452265,16.022463,1.429802,0.0028,8.850286299,0.000331,118.03044,10.09570074,3605.607406,10.08,27-01-2026,2026
3.16E+18,Gaia EDR3 3157758985081656448,106.029721,9.423569473,205.9376379,7.077614402,106.2427192,-13.11642522,1.680017899,53.35427422,-94.71401156,0.10320269,0.09701894,0.113038465,0.12935479,0.121485196,0.86560875,108.70797,1783271286,1.64E+18,0.000573,106.0299697,0.16074266,9.423051171,0.13992067,3.16E+18,0.287820695,0.1651914,0.26368493,0.250331061,0.19068283,0.082849859,0.16432582,1.0353903,17.58245,18.258268,16.591454,1.6668148,0.6758175,0.9909973,18.112604,18.379267,17.550688,0.82857895,0.00516,8.709019544,0.000573,108.70797,18.97560961,3677.443722,18.576,25-07-2034,2034
4.04E+18,Gaia EDR3 4039027171199811712,271.3762737,-35.55734592,356.3641456,-6.951033849,271.1451653,-12.1235359,2.095344242,-52.71668872,-112.2297719,0.1710423,0.15219353,0.20725894,0.21406338,0.16005008,1.2230549,123.99424,1699200806,1.64E+18,0.000853,271.3759761,0.38006765,-35.55816433,0.32409984,4.04E+18,0.198851685,0.4405152,0.41689438,-0.406735022,0.6056353,0.091474232,0.39647076,0.93018395,18.26422,18.972137,17.203768,1.7683697,0.70791817,1.0604515,19.437725,19.698744,18.562634,1.1361103,0.0068,9.870496915,0.000853,123.99424,24.76566653,3642.009784,24.48,18-06-2040,2040
4.10E+18,Gaia EDR3 4095182013143779456,270.7666702,-19.97277238,9.737498922,1.116356475,270.7218903,3.464587264,3.379512011,-61.05247144,-157.6990822,0.13475557,0.1169382,0.15372013,0.16779102,0.12360281,0.9122236,169.10472,1587591719,1.64E+18,0.001285939,270.7662409,0.8358577,-19.97399339,0.74164385,4.10E+18,0.85966923,0.94939655,0.42103583,-0.420786048,1.0439467,-0.014500711,0.75517803,1.0330724,18.240608,19.387331,17.192799,2.1945324,1.1467228,1.0478096,20.509354,21.891684,19.292614,2.5990696,0.00753,10.88487797,0.001285939,169.10472,27.37582014,3635.567084,27.108,02-02-2043,2043
1.75E+17,Gaia EDR3 174835302438168192,68.63334669,35.54053287,165.7525032,-8.179403868,72.25580497,13.40816804,14.26428881,89.70083914,-119.8853105,0.014793935,0.010179214,0.016401608,0.019732298,0.015906658,1.1757085,149.72885,1220665468,1.64E+18,0.001162597,68.63411363,0.049897846,35.53955196,0.035098985,1.75E+17,0.53471451,0.056375615,0.39488176,0.340550419,0.067917444,0.199892504,0.05477456,0.9570308,12.170486,13.113826,11.208907,1.9049187,0.94333935,0.9615793,16.419405,17.152338,15.374323,1.7780151,0.00823,7.941736617,0.001162597,149.72885,27.95285745,3396.458985,29.628,10-08-2045,2045
5.94E+18,Gaia EDR3 5944714438278876160,247.3805636,-42.36582515,340.0417471,4.266074195,252.3625494,-20.3016429,3.569106034,-106.460988,-47.39146423,0.3823743,0.2773975,0.4320744,0.5562002,0.4200108,1.0644909,116.5328,1556084581,1.64E+18,0.000596,247.3798377,0.8612775,-42.36608566,0.5610108,5.94E+18,-0.435112675,0.7595379,0.4839654,0.120246579,1.7169116,-0.468789146,1.2167443,1.0026008,19.639532,21.440882,18.40421,3.0366726,1.8013496,1.235323,20.315424,9000000000,9000000000,9000000000,0.00643,12.40232925,0.000596,116.5328,18.41198358,2863.450012,23.148,18-02-2039,2039
5.92E+18,Gaia EDR3 5915116306807656448,256.2644718,-58.8033662,331.0432951,-10.58349237,261.2804113,-35.77914334,4.411973579,-9.42886366,-130.8601342,0.52615964,0.4419603,0.66904324,0.5850656,0.5344279,1.0972158,131.19939,844278891,1.64E+18,0.001264172,256.2642681,0.14767069,-58.80462596,0.12675409,5.92E+18,0.454245432,0.18673363,0.46083346,-0.377968009,0.1620635,-0.263643042,0.14671978,0.9776695,20.355824,21.61394,19.004532,2.6094074,1.2581158,1.3512917,18.763891,19.699408,17.915518,1.7838898,0.00956,13.57898852,0.001264172,131.19939,34.68780762,3628.431759,34.416,23-05-2050,2050
5.95E+18,Gaia EDR3 5950599879198766848,259.1889216,-48.26265839,340.7336393,-5.876808228,262.0728808,-25.12044154,4.36223572,22.68931104,-103.7767659,0.12905854,0.09803637,0.1538258,0.1790894,0.14650398,1.9215912,106.22816,119014833,1.64E+18,0.000922,259.1891602,0.081726804,-48.26356639,0.061528023,5.95E+18,0.35122756,0.09564052,0.3986646,-0.313999157,0.10756928,-0.245637937,0.09004906,1.0064389,17.221195,18.602623,15.971853,2.6307697,1.3814278,1.249342,17.593971,18.193636,16.816319,1.3773174,0.00903,10.41974065,0.000922,106.22816,31.24595211,3460.238329,32.508,26-06-2048,2048
3.38E+18,Gaia EDR3 3376528809371280256,96.44420795,22.73123899,189.8346558,4.84602834,95.94210624,-0.575215925,2.579009053,37.9133129,-94.95299937,0.03270031,0.029294893,0.03509523,0.051398166,0.039196018,0.9855877,102.24232,439576703,1.64E+18,0.000784,96.44446692,0.16342671,22.73049266,0.1449184,3.38E+18,0.143106377,0.17454107,0.5962444,0.440640989,0.2700865,0.4016751,0.20374253,0.901797,15.307527,15.931819,14.547331,1.3844881,0.6242924,0.76019573,18.203138,18.712297,17.278284,1.4340134,0.00753,7.364791333,0.000784,102.24232,27.6050074,3666.003639,27.108,02-02-2043,2043
4.29E+18,Gaia EDR3 4291986593034773760,289.8968782,2.96425562,38.79707337,-4.89400466,292.005342,24.89632069,4.393588983,144.9005101,-5.933732433,0.071222134,0.072489135,0.08589438,0.08747172,0.08039625,1.0141778,145.02196,586429632,1.64E+18,0.001348924,289.8982289,0.25665995,2.964241735,0.27583897,4.29E+18,0.842539126,0.30016035,0.58087444,0.557175393,0.31437227,-0.164227549,0.29211763,0.9871286,17.37949,18.973667,16.184092,2.7895756,1.5941772,1.1953983,19.368036,20.131754,18.517416,1.6143379,0.00918,10.59358713,0.001348924,145.02196,33.48545558,3647.653114,33.048,09-01-2049,2049
5.53E+18,Gaia EDR3 5533562952801592704,122.2541706,-41.86181677,258.1026274,-4.829333825,141.8321122,-59.63265834,11.1320544,83.96700411,-196.928654,0.007434848,0.009193785,0.00986636,0.010235587,0.01403084,0.8543238,214.08258,759159948,1.64E+18,0.001351372,122.2545984,1.2155505,-41.86313005,1.5493801,5.53E+18,1.98143207,1.630441,0.6375073,0.619920937,1.5731333,0.148706398,2.1033182,1.3481318,11.821722,12.416798,11.084078,1.3327198,0.5950756,0.7376442,20.648954,9000000000,9000000000,9000000000,0.00623,7.0545986,0.001351372,214.08258,22.7245916,3647.606999,22.428,31-05-2038,2038
1.61E+17,Gaia EDR3 160761695338208896,74.2752753,32.69104455,170.979777,-6.435388233,76.60932064,9.979838295,7.680012488,27.61819405,-159.1586579,0.016118031,0.008318258,0.017163761,0.02215749,0.012983921,1.1022141,161.53712,186447625,1.64E+18,0.000998,74.27534425,0.23250297,32.69004857,0.11755264,1.61E+17,0.149132355,0.21840577,0.49575594,-0.490370864,0.29881454,-0.072872339,0.16437271,0.98785406,13.39521,14.518223,12.336478,2.1817446,1.1230125,1.058732,18.525455,18.825602,17.110344,1.7152576,0.006,7.822019631,0.000998,161.53712,22.24132757,3706.887928,21.6,02-08-2037,2037
4.12E+18,Gaia EDR3 4120125297735008000,266.1498136,-19.12535484,8.271149852,5.299987463,266.352522,4.265190696,4.852489993,39.8725567,-237.1041529,0.05326551,0.04494173,0.048384786,0.06938281,0.044824675,1.0018553,240.43336,1142606493,1.64E+18,0.000475,266.1499106,0.607425,-19.12582085,0.52146924,4.12E+18,0.451766292,0.4449122,0.7352664,-0.660824761,0.5940667,0.322377622,0.47504556,0.9454389,15.952258,16.931446,14.91582,2.015626,0.97918797,1.036438,19.200891,9000000000,9000000000,9000000000,0.002,9.382081242,0.000475,240.43336,7.112157814,3556.078907,7.2,13-03-2023,2023
4.28E+18,Gaia EDR3 4277914454769465472,275.7663072,2.974688384,32.35119753,7.666902061,276.4252852,26.2854478,1.890036484,-117.9610604,-73.35008622,0.17155547,0.17960836,0.21691829,0.2376157,0.19684921,1.0508524,138.90662,642920447,1.64E+18,0.001263301,275.7652259,0.04313834,2.9740327,0.042209074,4.28E+18,0.511946847,0.052181404,0.7360164,0.731951455,0.058579173,0.077247773,0.04788724,0.9878271,18.587086,19.73315,17.538723,2.1944275,1.1460648,1.0483627,16.303991,16.920341,15.54448,1.3758612,0.0091,9.969436938,0.001263301,138.90662,32.74058213,3597.866168,32.76,26-09-2048,2048
4.07E+18,Gaia EDR3 4074696397835682816,283.1270137,-25.112115,10.39318782,-11.37784119,281.8761844,-2.212405741,2.109312501,-5.673175912,-117.7181881,0.14308527,0.1368142,0.18066014,0.14999335,0.12283492,0.9933637,117.85481,287999023,1.64E+18,0.00063,283.1270329,0.42661,-25.11274476,0.53831995,4.07E+18,-0.591554657,0.7440826,0.77488345,0.64049912,0.48635334,-0.43612527,0.38350093,1.0505215,17.969288,18.967543,17.00461,1.9629326,0.9982548,0.9646778,19.680187,9000000000,9000000000,9000000000,0.00505,9.589992633,0.00063,117.85481,19.24401728,3810.696491,18.18,02-03-2034,2034
1.76E+18,Gaia EDR3 1764546429769996800,314.4084832,17.30049745,64.11646095,-17.99878736,322.7808175,32.96641679,6.827615077,-119.7392617,-67.98971744,0.013700124,0.010799015,0.018343786,0.015904656,0.012953019,0.9424437,137.69565,655990079,1.64E+18,0.00131709,314.4072599,0.11045207,17.29988866,0.08228459,1.76E+18,0.941379529,0.14856532,0.518047,-0.080935853,0.13000095,0.511685479,0.10322915,1.0745003,11.42091,11.796274,10.875886,0.9203882,0.3753643,0.5450239,18.033756,18.059595,16.81245,1.2471447,0.01,5.592255144,0.00131709,137.69565,34.4348133,3443.48133,36,23-12-2051,2051
1.02E+18,Gaia EDR3 1020908194342028160,149.3744216,55.00488084,159.1271102,48.06258058,129.72498,39.44877673,2.630754387,55.65123122,-112.094977,0.07026979,0.06573179,0.10132006,0.08881977,0.08964779,1.0820776,125.149284,467838873,1.64E+18,0.001083524,149.3749423,0.15191263,55.00383928,0.13811316,1.02E+18,0.791126488,0.21867417,0.5963555,-0.441423876,0.19641522,-0.400979825,0.18823913,1.0199661,17.650259,18.851126,16.565516,2.2856102,1.2008667,1.0847435,19.030746,19.696842,18.259918,1.436924,0.00933,9.750660516,0.001083524,125.149284,31.16826781,3340.650355,33.588,25-07-2049,2049
4.12E+17,Gaia EDR3 412479867318667648,20.39851213,56.19729006,127.1443031,-6.427618712,44.27663203,43.25578786,12.66054572,-131.5458551,32.84611866,0.023961859,0.03835547,0.05616889,0.032116603,0.043421496,1.4317408,135.58458,163008825,1.64E+18,0.000715,20.39741764,0.0535316,56.19766494,0.080561794,4.12E+17,0.441446828,0.121317126,0.81938016,0.814974303,0.07141646,-0.084856944,0.09589198,0.9994698,16.042618,17.855156,14.729107,3.126049,1.8125381,1.3135109,18.149643,18.778399,17.261478,1.5169201,0.0085,11.55488013,0.000715,135.58458,18.98445974,2233.465851,30.6,31-07-2046,2046
5.80E+18,Gaia EDR3 5801056028557254272,260.6147729,-76.20387428,316.63124,-21.25289059,266.3050077,-52.88498995,7.933749853,-16.30342428,-118.453071,0.020453243,0.024387393,0.02931551,0.024242772,0.030154813,1.1885792,119.56978,863847029,1.64E+18,0.000888,260.6147334,0.08421646,-76.20476182,0.09616272,5.80E+18,0.343037547,0.119533576,0.823338,0.411335592,0.089987844,-0.713223964,0.1430112,1.0597324,14.173355,15.279365,13.112551,2.1668139,1.1060095,1.0608044,17.890417,18.358963,16.844381,1.5145817,0.00753,8.670747516,0.000888,119.56978,26.73585249,3550.57802,27.108,02-02-2043,2043
4.07E+18,Gaia EDR3 4066980295806505216,267.3370821,-26.05091238,2.896621398,0.786264557,267.6052725,-2.633764853,17.08284799,-10.75543817,-128.288879,0.09531129,0.07500033,0.11715481,0.12414626,0.07398896,0.9782869,128.73894,1631250564,1.64E+18,0.00096,267.3370216,0.121567115,-26.05187073,0.09528814,4.07E+18,0.8903152,0.14892206,0.6287413,0.624569337,0.1550822,-0.072310611,0.09497484,0.944819,17.414656,17.62086,17.10612,0.51474,0.20620346,0.30853653,17.912273,18.7697,17.046902,1.7227974,0.0073,13.57745738,0.00096,128.73894,26.84502451,3677.400618,26.28,06-04-2042,2042
4.11E+18,Gaia EDR3 4112638620003357184,256.609443,-25.04975222,358.3788948,9.412516167,257.8802746,-2.172092855,4.974186142,-15.29451089,-117.0101356,0.043132976,0.02825147,0.04363919,0.056218058,0.040135182,0.9903721,118.005486,734472399,1.64E+18,0.000648,256.6093219,0.053235922,-25.05039042,0.032969043,4.11E+18,0.333771799,0.05539696,0.8723242,0.356213112,0.06708683,-0.796279941,0.045893434,1.0405198,15.837974,16.808357,14.722617,2.08574,0.97038364,1.1153564,16.374514,9000000000,9000000000,9000000000,0.00546,9.321584166,0.000648,118.005486,19.76857245,3620.617666,19.656,23-08-2035,2035
1.88E+17,Gaia EDR3 187728317523438336,80.69405847,39.05127166,168.9405862,1.519592058,82.49898701,15.85399471,17.04757084,-8.928170624,-129.1671516,0.061082415,0.046387915,0.06903474,0.08952097,0.061347757,1.0585465,129.47534,1040282655,1.64E+18,0.001061169,80.69387834,0.13958403,39.05021975,0.100664474,1.88E+17,0.355317043,0.1596811,0.8775138,0.817681331,0.2485782,-0.318477326,0.14412078,0.98303473,16.58961,18.698822,15.239168,3.4596539,2.1092129,1.350441,18.169403,18.75568,17.363018,1.392662,0.008,12.74792252,0.001061169,129.47534,29.5052973,3688.162163,28.8,12-10-2044,2044
3.03E+18,Gaia EDR3 3030469550432033024,115.2149255,-13.77540621,230.8455218,4.380575875,120.180582,-34.61029751,5.982131861,-68.47396619,81.20588552,0.0971175,0.09532637,0.12524603,0.12688729,0.11581599,0.9655984,106.22184,1321158070,1.64E+18,0.00083,115.2143509,0.35115433,-13.77479122,0.39714384,3.03E+18,0.306611048,0.47853762,0.7340898,-0.73394691,0.46934173,-0.014482382,0.48394388,0.9666646,17.992163,19.889553,16.670216,3.2193375,1.8973904,1.3219471,20.009094,20.766071,19.021065,1.7450066,0.0079,11.87644291,0.00083,106.22184,28.12980833,3560.735232,28.44,02-06-2044,2044
4.24E+17,Gaia EDR3 424049753299808512,15.73419089,56.8796963,124.5107232,-5.956800073,41.73090096,45.19228359,6.910446306,55.62368453,98.3911116,0.33579126,0.35512075,0.60337764,0.5018561,0.5393797,1.0630431,113.02568,137790417,1.64E+18,0.0005,15.73449101,0.15204328,56.88016839,0.18086274,4.24E+17,-0.471655046,0.27918714,0.5126475,-0.011955995,0.2115257,-0.512508044,0.24881501,0.9655315,20.261152,,,,,,19.5563,20.08522,18.600988,1.484232,0.005,14.45868248,0.0005,113.02568,15.92558435,3185.116869,18,27-12-2033,2033
1.95E+18,Gaia EDR3 1951621530012843392,322.0691247,36.07211152,83.33082015,-10.73481304,340.8294725,47.54893173,17.16242651,84.91561138,98.60885747,0.031155601,0.061847627,0.055445317,0.042993512,0.06243814,1.3506693,130.13211,722624622,1.64E+18,0.001313344,322.0699779,0.019505166,36.07322926,0.02313299,1.95E+18,0.5173309,0.032667723,0.5546443,0.554475559,0.026517794,0.0136804,0.028549356,1.1397117,13.970422,,,,,,15.799811,16.169252,15.198648,0.97060394,0.01066,10.14331545,0.001313344,130.13211,36.33260384,3408.311805,38.376,08-05-2054,2054
4.41E+17,Gaia EDR3 441361220279731072,51.49816964,48.48231523,147.5690538,-6.856038788,61.9290426,28.72610602,8.828138933,50.52187065,-88.61784008,0.02192053,0.020294199,0.032603495,0.031868204,0.030768653,1.057381,102.00775,1620905271,1.64E+18,0.001053307,51.49877959,0.6454062,48.48134261,0.5547,4.41E+17,-0.118099252,1.1577265,0.57514757,0.559563435,1.1889384,0.132979236,0.8653049,0.9154958,15.046361,16.4027,13.9003525,2.502348,1.3563395,1.1460085,20.489124,21.11977,19.507822,1.611948,0.011,9.775706796,0.001053307,102.00775,37.17271678,3379.337889,39.6,29-07-2055,2055
4.32E+18,Gaia EDR3 4324822442605884288,246.4917882,-16.81311392,359.1194141,21.91799806,247.4693971,4.806320756,4.370462731,-102.1368067,36.0560655,0.09898492,0.05905245,0.10948042,0.13116536,0.102286294,1.0982234,108.31421,1723149607,1.64E+18,0.00043,246.4913755,0.18250722,-16.81294346,0.12214737,4.32E+18,0.074900088,0.20100458,0.97330797,-0.497093861,0.24432063,0.836795131,0.18789667,1.1626244,17.463732,19.008091,16.16708,2.841011,1.5443592,1.2966518,18.39467,9000000000,9000000000,9000000000,0.00406,10.66636911,0.00043,108.31421,14.29175359,3520.136353,14.616,09-08-2030,2030
4.54E+17,Gaia EDR3 453991310348934528,40.34140564,54.62636953,138.4845634,-4.891760603,56.56028808,36.80138606,17.6854046,73.83078949,-174.1786589,0.014316401,0.018008444,0.023226624,0.020024532,0.025128284,1.0404743,189.18031,1277004141,1.64E+18,0.000807,40.3417073,1.3378711,54.62558211,1.0614467,4.54E+17,0.980876264,1.1529777,0.46842754,-0.457708626,2.133852,-0.099635248,1.5603384,1.0034313,14.783569,16.34039,13.573244,2.7671452,1.5568199,1.2103252,20.684574,20.887299,18.181581,2.705717,0.00443,11.021644,0.000807,189.18031,15.35677788,3466.541282,15.948,09-12-2031,2031
3.05E+18,Gaia EDR3 3045022518833857792,108.0915397,-12.81778612,226.7032548,-1.262048022,111.6678267,-34.90613388,10.85808256,-50.3675875,133.9322609,0.45767865,0.4774541,0.63271964,0.6526013,0.5693042,1.106647,143.08998,1803110749,1.64E+18,0.000898,108.0912004,0.36614776,-12.81695097,0.41836983,3.05E+18,-0.296911034,0.57666266,1.006024,0.117184639,0.52615356,0.99917568,0.53200936,0.99126256,20.25249,22.096273,18.7355,3.360773,1.8437843,1.5169888,20.064394,20.801315,19.296644,1.5046711,0.00626,15.4312557,0.000898,143.08998,22.59277694,3609.069798,22.536,09-07-2038,2038
3.43E+18,Gaia EDR3 3429692984005721984,90.87482692,26.05869228,184.4876282,1.965093249,90.78672747,2.621800556,11.92836577,-27.50665365,-205.6942131,0.01564316,0.013349536,0.01815519,0.019392245,0.013747445,0.966021,207.52524,371898181,1.64E+18,0.000917,90.8747101,0.15903583,26.05778174,0.12421606,3.43E+18,0.313956799,0.16587852,0.83336115,0.81372147,0.24635002,0.179855989,0.17019321,1.0800694,10.355977,10.780342,9.764265,1.016077,0.42436504,0.591712,17.79629,9000000000,9000000000,9000000000,0.00443,5.738881739,0.000917,207.52524,15.90746263,3590.849352,15.948,09-12-2031,2031
4.61E+18,Gaia EDR3 4607038077837857408,272.0925414,37.74661118,64.50907893,24.24303358,273.4316542,61.16096743,6.582148628,-55.12470716,-167.2105314,0.01627776,0.017844817,0.019808248,0.020259377,0.022947356,1.1041614,176.06276,689176491,1.64E+18,0.000588,272.0923261,0.305831,37.74604792,0.45265448,4.61E+18,-0.265352488,0.40824476,0.7971109,0.419504627,0.4399376,0.677791797,0.6598772,1.0406678,15.142664,16.308178,14.06164,2.2465382,1.165514,1.0810242,19.921654,9000000000,9000000000,9000000000,0.00336,9.234502423,0.000588,176.06276,12.02298544,3578.269476,12.096,02-02-2028,2028
3.45E+18,Gaia EDR3 3446643398855628544,81.0496073,30.49407274,176.1722444,-3.068568383,82.23248631,7.295809119,21.80869139,4.740706131,-132.7350116,0.07408449,0.054689147,0.086498596,0.09974725,0.06811122,1.0333652,132.81964,1596316307,1.64E+18,0.001078554,81.04965281,0.075813286,30.4929949,0.05402696,3.45E+18,0.316576583,0.084365636,0.79520035,0.789315025,0.103263445,-0.09656813,0.06995506,1.0672414,16.554699,18.88551,15.166491,3.719019,2.3308105,1.3882084,16.898333,17.388035,16.236952,1.151083,0.00813,13.24784703,0.001078554,132.81964,29.23358624,3595.767065,29.268,31-03-2045,2045
4.06E+18,Gaia EDR3 4061247412233797120,262.8367124,-27.65619542,359.4050658,3.339891986,263.6401113,-4.374921735,19.85262534,-79.62873954,-184.7814399,0.018698236,0.013444807,0.023572395,0.023476874,0.017063424,0.819425,201.20863,1474946320,1.64E+18,0.000981,262.8362739,0.25266132,-27.65709645,0.18014862,4.06E+18,-0.024755992,0.19218095,1.0816485,-0.687360722,0.38077632,-0.835163886,0.3094532,1.0522938,10.990652,11.762649,10.133361,1.6292877,0.7719965,0.8572912,17.535707,17.125847,15.279652,1.8461952,0.00513,7.479741733,0.000981,201.20863,17.55193105,3421.429054,18.468,15-06-2034,2034
2.22E+18,Gaia EDR3 2220102993701437312,331.8915093,68.18557668,108.6086453,9.99791292,32.48108553,67.13531235,15.46881776,246.0806232,29.08064321,0.012095206,0.012300625,0.013754941,0.017880108,0.016017001,1.2338763,247.79297,1065590649,1.64E+18,0.001035748,331.8941766,0.49956626,68.18587724,0.36390248,2.22E+18,-0.981485588,0.46215096,1.0837042,-1.030138405,0.64993125,-0.336496193,0.47466424,0.8497328,13.580113,14.950653,12.425253,2.5254002,1.3705397,1.1548605,19.943274,20.143555,18.126154,2.0174007,0.01076,9.527398615,0.001035748,247.79297,15.04761334,1398.477076,38.736,16-09-2054,2054
3.41E+18,Gaia EDR3 3412625024486012032,71.45263986,21.03709914,178.7372509,-15.61580474,72.724711,-1.296751147,9.904157631,64.31472645,-84.80701964,0.27517226,0.1296338,0.3000007,0.36445212,0.22249272,1.005631,106.43597,1581529169,1.64E+18,0.000883,71.45313836,1.3172026,21.03634864,0.534359,3.41E+18,1.177085257,1.3617243,1.1849623,0.250854399,1.9870683,1.15810519,1.0811799,1.1035426,19.198595,19.52339,18.684202,0.8391876,0.32479477,0.51439285,20.682796,21.410446,19.673561,1.7368851,0.0083,14.17768272,0.000883,106.43597,29.86584329,3598.294372,29.88,10-11-2045,2045
4.14E+18,Gaia EDR3 4144469962728430336,268.461819,-17.70352112,10.62062135,4.137775878,268.5273394,5.727896968,14.77968961,-125.5151545,-65.69110655,0.015747396,0.013192453,0.018181024,0.021683354,0.01582742,1.043103,141.66643,958019240,1.64E+18,0.001226131,268.460652,0.08301502,-17.70403844,0.07440957,4.14E+18,0.472049969,0.10081034,0.8909097,0.77592533,0.10375372,-0.437789813,0.07952121,1.0815855,13.175857,14.269346,12.130866,2.1384802,1.0934896,1.0449905,17.182777,17.74458,16.120485,1.624094,0.00893,9.024183567,0.001226131,141.66643,31.15820452,3489.160641,32.148,16-02-2048,2048
3.37E+18,Gaia EDR3 3373721584381335552,92.38708553,19.05587544,191.2832701,-0.230728544,92.26278541,-4.364657322,7.41849295,-30.63925561,-161.3637885,0.74921536,0.6109146,0.9012663,1.012648,0.76258886,1.0591272,164.24687,1417491129,1.64E+18,0.0012661,92.38691656,0.36013204,19.05461946,0.32293937,3.37E+18,0.379055578,0.4390601,0.70060873,-0.321269062,0.44030994,-0.62260644,0.3615068,3.1537201,20.468494,21.8607,18.99455,2.86615,1.3922062,1.4739437,17.908342,18.680147,16.779125,1.901022,0.00769,14.82007244,0.0012661,164.24687,27.75066581,3608.669156,27.684,31-08-2043,2043
